Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumCatalogPurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Year,Tenure,Customer_Active_Days,Total_Spent,Total_Purchases,Web_Ratio,Store_Ratio,Deal_Ratio,Living_Situation,Education_Level,Total_Children,Is_Parent,Age,Website_Activity,Cluster,Total_PromoAccepted
0,19789.0,1,0,24,2,5,9,28,6,28,1,5,1,0,0,0,0,0,0,2013,221,4276,78,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,1,2,1,1,50,7,2,1
2,80134.0,0,0,11,966,26,282,52,26,26,7,5,0,1,1,1,1,0,0,2014,135,4190,1378,21,0.09523809523809523,0.5238095238095238,0.047619047619047616,1,0,0,0,31,7,1,4
2,91065.0,0,0,33,822,114,108,179,137,114,9,3,0,0,1,1,0,0,1,2013,492,4547,1474,26,0.2692307692307692,0.34615384615384615,0.038461538461538464,0,0,0,0,44,10,1,2
3,49505.0,1,1,4,604,0,100,19,0,28,2,8,0,0,0,0,0,0,0,2013,481,4536,751,29,0.3448275862068966,0.27586206896551724,0.3103448275862069,1,1,2,1,54,18,3,0
4,37401.0,1,0,14,19,3,19,3,1,3,0,7,0,0,0,0,0,0,0,2014,54,4109,48,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,1,1,1,52,9,0,0
2,30096.0,1,0,30,5,3,11,12,5,9,0,6,0,0,0,0,0,0,0,2014,38,4093,45,6,0.3333333333333333,0.5,0.16666666666666666,1,0,1,1,42,8,0,0
3,18492.0,1,0,75,2,2,2,2,1,1,0,8,0,0,0,0,0,0,0,2014,24,4079,10,4,0.25,0.5,0.25,1,1,1,1,43,9,0,0
3,82584.0,0,0,26,1076,68,103,29,91,68,4,1,0,1,1,0,0,0,1,2013,390,4445,1435,16,0.1875,0.5,0.0625,1,1,0,0,51,4,1,2
4,93027.0,0,0,77,1285,42,716,55,0,21,10,2,0,0,1,0,0,0,0,2013,442,4497,2119,22,0.3181818181818182,0.22727272727272727,0.0,1,1,0,0,84,9,1,1
2,48686.0,1,2,8,10,0,7,2,0,1,0,8,0,0,0,0,0,0,0,2013,207,4262,20,4,0.25,0.5,0.25,1,0,3,1,72,9,0,0
2,92910.0,0,0,42,551,137,792,179,103,33,7,1,0,1,1,1,0,0,0,2014,66,4121,1795,27,0.2222222222222222,0.48148148148148145,0.037037037037037035,1,0,0,0,39,7,1,3
2,75433.0,1,0,28,800,0,297,0,34,57,5,6,0,1,0,1,0,0,0,2014,85,4140,1188,19,0.10526315789473684,0.5263157894736842,0.10526315789473684,1,0,1,1,36,8,0,2
0,10404.0,1,0,52,2,2,11,10,6,12,0,5,0,0,0,0,0,0,0,2014,56,4111,43,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,2,1,1,36,6,0,0
2,61314.0,0,1,1,378,0,189,97,172,172,5,3,0,0,0,0,0,0,0,2013,430,4485,1008,24,0.20833333333333334,0.5,0.08333333333333333,1,0,1,1,57,8,1,0
4,84865.0,0,0,1,1248,16,349,43,16,16,4,4,0,1,1,1,1,0,1,2013,416,4471,1688,16,0.125,0.5625,0.0625,0,1,0,0,64,6,1,4
2,42387.0,1,0,42,235,0,235,19,4,191,1,8,0,0,0,0,0,0,0,2012,608,4663,684,21,0.38095238095238093,0.3333333333333333,0.23809523809523808,1,0,1,1,36,16,3,0
0,67309.0,1,1,76,515,47,181,149,95,95,6,7,0,0,0,0,0,0,0,2013,522,4577,1082,39,0.23076923076923078,0.23076923076923078,0.38461538461538464,1,2,2,1,58,16,3,0
2,75236.0,0,1,27,438,66,400,12,38,114,3,4,0,0,0,0,0,0,0,2013,216,4271,1068,25,0.32,0.52,0.04,1,0,1,1,61,12,3,0
2,30015.0,1,0,28,25,0,22,2,3,5,0,5,0,0,0,0,0,0,0,2014,147,4202,57,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,0,1,1,55,6,0,0
3,50943.0,0,1,49,31,0,7,2,0,6,0,5,0,0,0,0,0,0,0,2013,373,4428,46,5,0.2,0.6,0.2,1,1,1,1,69,6,0,0
2,67272.0,0,1,12,357,35,271,28,28,14,2,5,0,0,0,0,0,0,0,2013,190,4245,733,23,0.2608695652173913,0.5217391304347826,0.13043478260869565,0,0,1,1,59,11,3,0
3,51529.0,0,1,14,400,4,35,6,0,22,1,8,0,0,0,0,0,0,0,2013,295,4350,467,17,0.5294117647058824,0.29411764705882354,0.11764705882352941,0,1,1,1,76,17,3,0
4,32011.0,1,0,89,99,0,15,2,1,5,1,7,0,0,0,0,0,0,0,2013,311,4366,122,10,0.2,0.4,0.3,1,1,1,1,54,9,2,0
0,7500.0,1,0,96,1,11,5,4,6,9,0,8,0,0,0,0,0,0,0,2013,507,4562,36,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,2,1,1,39,10,2,0
2,28691.0,1,0,56,5,4,13,8,0,4,0,8,0,0,0,0,0,0,0,2013,360,4415,34,5,0.2,0.6,0.2,1,0,1,1,36,9,2,0
4,56223.0,0,1,72,77,28,31,16,0,4,1,4,0,0,0,0,0,0,0,2013,191,4246,156,10,0.2,0.5,0.2,1,1,1,1,77,6,0,0
2,18100.0,0,0,14,3,1,2,4,3,1,0,5,0,0,0,0,0,0,0,2013,327,4382,14,4,0.0,0.75,0.25,1,0,0,0,79,5,0,0
2,30279.0,1,0,13,10,4,14,4,4,1,0,8,0,0,0,0,0,0,0,2012,546,4601,37,5,0.2,0.6,0.2,0,0,1,1,36,9,2,0
0,20130.0,0,0,99,0,6,3,7,6,12,0,8,0,0,0,0,0,0,0,2014,104,4159,34,5,0.2,0.6,0.2,1,2,0,0,51,9,0,0
2,23295.0,0,0,72,0,0,1,2,12,5,0,8,0,0,0,0,0,0,0,2013,351,4406,20,4,0.25,0.5,0.25,0,0,0,0,66,9,2,0
3,42618.0,1,0,92,76,14,74,13,5,10,0,8,0,0,0,0,0,0,0,2013,263,4318,192,11,0.45454545454545453,0.36363636363636365,0.18181818181818182,0,1,1,1,53,13,2,0
2,81246.0,0,0,87,398,190,537,61,156,37,5,1,1,0,0,1,0,0,0,2013,182,4237,1379,17,0.23529411764705882,0.4117647058823529,0.058823529411764705,0,0,0,0,61,5,1,2
2,24027.0,1,0,7,14,7,11,11,0,5,0,8,0,0,0,0,0,0,0,2013,385,4440,48,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,0,1,1,49,10,2,0
4,55707.0,0,1,91,208,7,82,30,66,35,2,3,0,0,0,0,0,0,0,2013,189,4244,428,16,0.1875,0.5625,0.125,1,1,1,1,72,6,0,0
2,57959.0,0,1,71,430,16,322,43,24,33,7,3,0,0,0,0,0,0,0,2013,423,4478,868,27,0.14814814814814814,0.4074074074074074,0.18518518518518517,0,0,1,1,70,7,3,0
2,56796.0,0,1,24,656,38,161,62,47,37,9,7,0,0,0,0,0,0,0,2013,498,4553,1001,27,0.2962962962962963,0.25925925925925924,0.1111111111111111,1,0,1,1,56,15,3,0
3,36230.0,1,0,17,14,2,30,8,2,3,0,5,0,0,0,0,0,0,0,2013,255,4310,59,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,1,1,1,54,7,0,0
0,70829.0,1,1,87,141,70,106,72,19,23,2,3,0,0,0,0,0,0,0,2013,210,4265,431,16,0.25,0.5,0.125,1,2,2,1,45,7,0,0
2,65991.0,0,1,21,507,19,364,25,47,9,5,7,0,0,0,0,0,0,0,2012,660,4715,971,27,0.3333333333333333,0.37037037037037035,0.1111111111111111,1,0,1,1,49,16,3,0
2,38988.0,1,2,90,164,24,103,12,3,42,1,8,0,0,0,0,0,0,0,2012,678,4733,348,19,0.2631578947368421,0.3157894736842105,0.3684210526315789,1,0,3,1,53,13,2,0
0,89572.0,0,0,44,606,24,974,197,194,64,7,4,0,1,0,1,0,0,1,2012,652,4707,2059,24,0.2916666666666667,0.375,0.041666666666666664,0,2,0,0,59,11,1,2
3,42207.0,1,0,71,116,11,72,3,17,46,1,6,1,0,0,0,0,0,1,2013,454,4509,265,14,0.2857142857142857,0.35714285714285715,0.2857142857142857,1,1,1,1,41,10,2,1
2,50300.0,0,1,52,143,15,60,24,23,5,1,2,0,0,0,0,0,0,0,2014,35,4090,270,13,0.15384615384615385,0.6153846153846154,0.15384615384615385,1,0,1,1,73,4,0,0
0,66664.0,0,0,78,398,96,447,220,96,32,7,3,0,0,0,0,0,0,0,2012,642,4697,1289,19,0.2631578947368421,0.3157894736842105,0.05263157894736842,1,2,0,0,43,8,1,0
2,60597.0,0,1,2,522,0,257,32,16,66,2,7,0,0,0,1,0,0,1,2014,179,4234,893,16,0.125,0.5,0.25,1,0,1,1,61,9,0,1
2,70165.0,0,0,60,161,0,253,199,191,122,7,1,0,0,0,0,0,0,0,2013,280,4335,926,22,0.13636363636363635,0.5,0.045454545454545456,0,0,0,0,76,4,1,0
4,50520.0,0,1,25,112,0,6,2,1,14,1,6,0,0,0,0,0,0,0,2014,152,4207,135,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0,1,1,1,67,9,0,0
2,80124.0,0,0,47,483,84,398,205,84,241,7,1,1,0,0,0,0,0,0,2014,3,4058,1495,19,0.15789473684210525,0.42105263157894735,0.05263157894736842,1,0,0,0,62,4,1,1
2,33183.0,1,0,46,7,5,39,17,15,37,0,7,0,0,0,0,0,0,0,2014,125,4180,120,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,1,0,1,1,50,11,0,0
4,66582.0,0,0,83,789,25,420,16,38,0,8,1,0,0,0,0,0,0,0,2014,118,4173,1288,20,0.1,0.45,0.05,0,1,0,0,56,3,1,0
4,75261.0,0,0,17,1239,17,413,23,34,17,6,2,0,1,1,0,0,0,1,2013,432,4487,1743,17,0.29411764705882354,0.29411764705882354,0.058823529411764705,1,1,0,0,70,7,1,2
2,31880.0,1,0,13,4,1,5,2,0,3,0,8,0,0,0,0,0,0,0,2012,606,4661,15,4,0.25,0.5,0.25,0,0,1,1,55,9,2,0
2,53790.0,0,2,86,335,42,127,28,5,5,2,6,0,0,0,0,0,0,0,2014,115,4170,542,20,0.35,0.4,0.15,1,0,2,1,74,13,3,0
4,49269.0,1,0,92,639,8,166,11,8,58,3,7,0,0,0,0,0,0,0,2012,683,4738,890,25,0.28,0.48,0.12,1,1,1,1,54,14,3,0
2,61456.0,0,1,47,563,76,384,84,192,89,10,4,0,0,0,0,0,0,0,2013,459,4514,1388,33,0.18181818181818182,0.3939393939393939,0.12121212121212122,1,0,1,1,50,10,1,0
2,37406.0,1,0,18,2,0,8,2,2,3,0,8,0,0,0,0,0,0,1,2013,262,4317,17,4,0.25,0.5,0.25,1,0,1,1,45,9,2,0
4,56937.0,1,0,81,746,8,125,11,8,8,6,6,0,1,0,0,0,0,1,2012,694,4749,906,30,0.26666666666666666,0.3,0.23333333333333334,1,1,1,1,44,14,3,1
2,38415.0,1,1,91,22,1,13,4,0,4,0,7,0,0,0,0,0,0,0,2013,543,4598,44,6,0.16666666666666666,0.5,0.3333333333333333,1,0,2,1,47,8,2,0
2,20518.0,1,0,58,4,1,6,4,1,9,1,5,0,0,0,0,0,0,0,2014,42,4097,25,5,0.2,0.4,0.2,0,0,1,1,37,6,0,0
2,62503.0,0,1,40,478,0,193,110,75,117,3,5,0,0,0,0,0,0,0,2013,496,4551,973,26,0.3076923076923077,0.4230769230769231,0.15384615384615385,1,0,1,1,69,13,3,0
4,41644.0,1,1,67,20,3,4,2,0,2,0,3,0,0,0,0,0,0,0,2014,51,4106,31,6,0.16666666666666666,0.5,0.3333333333333333,0,1,2,1,53,4,0,0
3,55842.0,0,1,19,451,0,39,0,4,24,1,5,0,0,0,0,0,0,0,2014,37,4092,518,17,0.4117647058823529,0.47058823529411764,0.058823529411764705,1,1,1,1,48,12,0,0
4,62010.0,0,1,93,371,22,39,6,0,92,2,5,0,0,0,0,0,0,0,2012,614,4669,530,19,0.3157894736842105,0.3684210526315789,0.21052631578947367,1,1,1,1,53,11,3,0
2,41124.0,1,0,41,281,7,84,15,0,119,3,8,0,0,0,0,0,0,0,2012,606,4661,506,21,0.3333333333333333,0.19047619047619047,0.3333333333333333,1,0,1,1,48,15,3,0
3,38961.0,1,0,60,19,7,19,0,1,24,1,7,0,0,0,0,0,0,0,2013,181,4236,70,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,1,1,1,1,52,9,0,0
3,37760.0,1,0,54,26,3,13,2,10,0,0,6,0,0,0,0,0,0,0,2013,322,4377,54,6,0.3333333333333333,0.5,0.16666666666666666,0,1,1,1,53,8,2,0
2,32233.0,1,0,26,138,15,35,25,11,72,2,9,1,0,0,0,0,0,1,2012,679,4734,296,12,0.5,0.16666666666666666,0.16666666666666666,0,0,1,1,51,15,2,1
2,43057.0,0,1,30,213,2,44,0,2,5,2,5,0,0,0,0,0,0,0,2013,242,4297,266,15,0.26666666666666666,0.3333333333333333,0.26666666666666666,1,0,1,1,50,9,0,0
3,83151.0,0,0,93,407,28,100,120,74,18,9,3,0,0,0,0,0,0,0,2012,627,4682,747,19,0.2631578947368421,0.21052631578947367,0.05263157894736842,1,1,0,0,65,8,1,0
4,78825.0,0,0,35,483,74,114,169,37,18,10,3,0,0,0,0,0,0,1,2012,653,4708,895,29,0.1724137931034483,0.4482758620689655,0.034482758620689655,0,1,0,0,61,8,1,0
3,65104.0,0,1,4,738,0,232,13,20,50,5,7,0,0,0,0,0,0,0,2013,227,4282,1053,17,0.17647058823529413,0.4117647058823529,0.11764705882352941,1,1,1,1,49,10,3,0
2,60093.0,0,1,92,502,12,109,16,6,90,2,6,0,0,0,0,0,0,0,2013,368,4423,735,21,0.3333333333333333,0.47619047619047616,0.09523809523809523,1,0,1,1,51,13,3,0
2,14045.0,1,0,24,11,0,5,2,1,1,0,7,0,0,0,0,0,0,0,2014,154,4209,20,5,0.2,0.6,0.2,1,0,1,1,56,8,0,0
0,28457.0,0,0,96,24,1,108,29,29,14,1,8,0,0,0,0,0,0,0,2012,609,4664,205,10,0.4,0.4,0.1,0,2,0,0,73,12,2,0
4,78952.0,0,1,11,1170,19,594,99,76,134,5,6,0,0,0,0,0,0,0,2012,643,4698,2092,21,0.09523809523809523,0.5714285714285714,0.09523809523809523,1,1,1,1,67,8,1,0
2,46310.0,1,0,99,185,2,88,15,5,14,1,8,0,0,0,0,0,0,0,2012,573,4628,309,14,0.42857142857142855,0.35714285714285715,0.14285714285714285,0,0,1,1,49,14,2,0
2,76005.0,0,0,72,983,20,389,240,50,40,5,6,0,0,0,1,0,0,0,2013,492,4547,1722,22,0.13636363636363635,0.5909090909090909,0.045454545454545456,1,0,0,0,70,9,1,1
3,58308.0,0,1,77,691,0,69,10,0,130,6,8,0,0,0,0,0,0,0,2013,533,4588,900,15,0.13333333333333333,0.2,0.26666666666666666,0,1,1,1,61,10,3,0
4,55614.0,0,0,85,504,13,131,8,0,26,4,7,0,1,0,0,0,0,0,2013,214,4269,682,20,0.45,0.3,0.05,0,1,0,0,81,16,3,1
3,59432.0,0,1,88,317,25,265,25,19,12,3,5,0,0,0,0,0,0,0,2013,442,4497,663,22,0.22727272727272727,0.5,0.13636363636363635,0,1,1,1,63,10,3,0
2,55563.0,0,1,22,29,1,9,2,0,2,0,3,0,0,0,0,0,0,0,2014,85,4140,43,6,0.3333333333333333,0.5,0.16666666666666666,0,0,1,1,47,5,0,0
4,78642.0,0,1,83,1396,0,322,46,35,17,9,6,0,0,0,0,0,0,0,2013,434,4489,1816,18,0.2222222222222222,0.2222222222222222,0.05555555555555555,1,1,1,1,54,10,3,0
4,67911.0,0,1,63,529,0,356,63,28,0,7,3,0,0,0,0,0,0,0,2014,38,4093,976,27,0.2222222222222222,0.4074074074074074,0.1111111111111111,1,1,1,1,76,9,3,0
2,65275.0,0,0,9,388,14,218,91,14,21,3,2,0,0,0,0,0,0,0,2013,452,4507,746,21,0.19047619047619047,0.6190476190476191,0.047619047619047616,1,0,0,0,81,6,1,0
2,27203.0,1,1,92,13,2,21,4,0,24,1,8,0,0,0,0,0,0,0,2012,692,4747,64,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,0,2,1,75,9,2,0
3,48330.0,0,1,2,28,0,4,0,0,0,0,5,0,0,0,0,0,0,0,2013,226,4281,32,5,0.2,0.6,0.2,1,1,1,1,64,6,0,0
1,24279.0,0,0,6,16,36,21,20,62,108,1,8,0,0,0,0,0,0,0,2012,547,4602,263,9,0.4444444444444444,0.3333333333333333,0.1111111111111111,1,2,0,0,35,12,2,0
4,64355.0,1,0,66,1047,0,140,67,38,153,3,8,0,0,0,0,0,0,0,2012,674,4729,1445,21,0.19047619047619047,0.5714285714285714,0.09523809523809523,1,1,1,1,40,12,3,0
3,50943.0,0,1,49,31,0,7,2,0,6,0,5,0,0,0,0,0,0,0,2013,373,4428,46,5,0.2,0.6,0.2,1,1,1,1,69,6,0,0
2,53653.0,0,0,29,815,10,239,28,10,108,4,6,0,0,0,0,0,0,0,2012,599,4654,1210,28,0.35714285714285715,0.42857142857142855,0.07142857142857142,0,0,0,0,72,16,3,0
2,65665.0,0,1,77,225,162,387,106,36,29,10,3,0,0,0,0,0,0,0,2013,209,4264,945,24,0.20833333333333334,0.3333333333333333,0.041666666666666664,1,0,1,1,49,8,1,0
2,81217.0,0,0,77,493,70,324,146,40,84,7,1,0,0,0,0,0,0,0,2013,345,4400,1157,22,0.13636363636363635,0.5,0.045454545454545456,0,0,0,0,36,4,1,0
2,34935.0,0,0,71,34,4,66,3,10,20,1,7,0,0,0,0,0,0,0,2013,373,4428,137,8,0.25,0.5,0.125,1,0,0,0,33,9,2,0
2,61250.0,0,1,49,382,138,65,60,26,59,2,5,0,0,0,0,0,0,0,2012,560,4615,730,25,0.2,0.48,0.24,0,0,1,1,66,10,3,0
4,39665.0,1,0,97,127,1,56,0,1,31,2,7,1,0,0,0,0,0,0,2013,400,4455,216,12,0.3333333333333333,0.25,0.25,1,1,1,1,44,11,2,1
2,60152.0,0,1,6,325,83,300,86,58,91,4,3,0,0,0,0,0,0,0,2013,458,4513,943,23,0.2608695652173913,0.5217391304347826,0.043478260869565216,0,0,1,1,46,9,1,0
2,48920.0,0,2,93,238,17,68,8,10,6,2,7,0,1,0,0,0,0,0,2013,252,4307,347,16,0.375,0.3125,0.1875,1,0,2,1,61,13,3,1
3,89120.0,0,0,78,1168,92,408,72,129,55,6,1,0,0,1,0,0,0,0,2014,104,4159,1924,19,0.2631578947368421,0.3684210526315789,0.05263157894736842,1,1,0,0,66,6,1,1
4,44124.0,0,1,62,284,0,55,0,6,52,2,8,0,0,0,0,0,0,0,2013,414,4469,397,17,0.35294117647058826,0.29411764705882354,0.23529411764705882,1,1,1,1,79,14,3,0
3,81169.0,0,0,47,1288,20,613,80,61,27,7,2,0,0,0,0,0,0,0,2013,441,4496,2089,22,0.22727272727272727,0.4090909090909091,0.045454545454545456,0,1,0,0,50,7,1,0
2,36443.0,1,1,9,65,0,46,4,3,20,1,8,0,0,0,0,0,0,0,2013,511,4566,138,11,0.2727272727272727,0.2727272727272727,0.36363636363636365,1,0,2,1,64,11,2,0
2,26095.0,1,0,77,11,7,9,3,1,11,0,7,0,0,0,0,0,0,0,2013,364,4419,42,5,0.2,0.6,0.2,0,0,1,1,35,8,2,0
2,71367.0,0,0,24,227,23,389,42,21,75,5,2,0,0,0,0,0,0,0,2013,310,4365,777,17,0.23529411764705882,0.4117647058823529,0.058823529411764705,1,0,0,0,66,6,1,0
3,80184.0,0,0,19,1035,134,670,25,38,0,3,3,0,0,1,1,0,0,0,2014,120,4175,1902,20,0.3,0.5,0.05,1,1,0,0,81,9,1,2
2,30630.0,1,1,67,27,1,12,2,0,10,0,7,0,0,0,0,0,0,0,2014,153,4208,52,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,2,1,60,9,0,0
3,73454.0,0,0,95,982,73,351,56,14,175,4,5,1,0,0,0,0,0,0,2014,120,4175,1651,13,0.15384615384615385,0.46153846153846156,0.07692307692307693,0,1,0,0,38,7,1,1
2,42691.0,0,0,48,179,2,64,38,17,58,1,5,0,0,0,0,0,0,0,2013,317,4372,358,13,0.38461538461538464,0.46153846153846156,0.07692307692307693,1,0,0,0,34,10,2,0
2,70503.0,0,0,73,1379,33,216,0,33,66,4,6,0,1,1,0,0,0,0,2012,637,4692,1727,16,0.125,0.5625,0.0625,1,0,0,0,72,8,1,2
2,25545.0,1,0,35,32,1,64,16,12,85,2,6,0,0,0,0,0,0,1,2012,659,4714,210,10,0.2,0.3,0.3,1,0,1,1,38,8,2,0
2,32880.0,1,0,76,8,4,15,7,6,2,0,8,0,0,0,0,0,0,0,2012,572,4627,42,5,0.2,0.6,0.2,1,0,1,1,39,9,2,0
4,77863.0,0,0,20,881,38,319,16,25,12,5,2,0,0,0,0,0,0,0,2013,214,4269,1291,20,0.2,0.5,0.05,1,1,0,0,67,6,1,0
3,50353.0,0,0,72,141,15,153,67,31,35,4,3,0,0,0,0,0,0,0,2014,21,4076,442,15,0.26666666666666666,0.4,0.06666666666666667,1,1,0,0,48,7,0,0
2,61839.0,0,0,20,1000,155,379,224,17,120,8,8,0,0,0,0,0,0,0,2012,686,4741,1895,17,0.23529411764705882,0.23529411764705882,0.058823529411764705,0,0,0,0,61,12,1,0
4,49154.0,1,1,69,206,10,67,30,27,71,1,6,0,0,0,0,0,0,0,2013,238,4293,411,19,0.21052631578947367,0.42105263157894735,0.3157894736842105,1,1,2,1,65,10,0,0
0,47682.0,0,1,80,162,61,83,97,57,61,3,5,0,0,0,0,0,0,0,2013,499,4554,521,19,0.21052631578947367,0.42105263157894735,0.21052631578947367,0,2,1,1,50,9,3,0
2,72679.0,0,1,65,619,54,260,127,54,54,7,1,0,0,0,0,0,0,0,2013,284,4339,1168,17,0.23529411764705882,0.29411764705882354,0.058823529411764705,0,0,1,1,56,5,1,0
3,57954.0,1,1,52,456,4,24,0,0,9,2,7,0,1,0,0,0,0,0,2014,11,4066,493,23,0.34782608695652173,0.2608695652173913,0.30434782608695654,1,1,2,1,48,15,0,1
2,65316.0,1,1,65,112,6,92,3,9,38,2,4,0,0,0,0,0,0,0,2013,431,4486,260,12,0.25,0.4166666666666667,0.16666666666666666,1,0,2,1,63,7,0,0
2,28567.0,1,0,57,11,3,22,2,2,6,0,6,0,0,0,0,0,0,0,2013,377,4432,46,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,1,1,43,8,2,0
3,47352.0,0,1,70,172,12,112,8,0,15,1,7,0,0,0,0,0,0,0,2013,444,4499,319,16,0.375,0.3125,0.25,1,1,1,1,74,13,3,0
2,44931.0,0,1,0,78,0,11,0,0,7,1,5,0,0,0,0,0,0,0,2014,162,4217,96,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,1,0,1,1,58,7,0,0
2,76982.0,0,0,19,464,151,292,65,60,30,3,4,0,0,1,0,0,0,1,2014,134,4189,1062,16,0.5,0.25,0.0625,0,0,0,0,58,12,1,1
0,57247.0,0,1,50,99,4,32,37,54,6,1,2,0,0,0,0,0,0,0,2013,325,4380,232,12,0.16666666666666666,0.5833333333333334,0.16666666666666666,1,2,1,1,73,4,0,0
3,22944.0,1,0,67,19,3,19,4,5,26,0,7,0,0,0,0,0,0,0,2013,188,4243,76,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1,1,44,10,2,0
0,25315.0,1,0,46,1,9,8,11,3,22,0,8,0,0,0,0,0,0,0,2013,234,4289,54,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,1,1,48,11,2,0
2,43638.0,0,1,37,63,10,83,7,19,19,1,7,0,0,0,0,0,0,0,2012,692,4747,201,11,0.36363636363636365,0.36363636363636365,0.18181818181818182,0,0,1,1,56,11,2,0
4,42710.0,1,0,38,252,3,42,4,3,102,5,6,0,0,0,0,0,0,0,2012,578,4633,406,14,0.2857142857142857,0.21428571428571427,0.14285714285714285,0,1,1,1,41,10,2,0
4,84169.0,0,0,9,1478,19,403,0,19,0,6,3,0,1,1,0,0,0,1,2013,326,4381,1919,20,0.35,0.3,0.05,1,1,0,0,43,10,1,2
2,54058.0,0,1,56,198,18,252,32,108,54,6,3,0,0,0,0,0,0,0,2013,390,4445,662,20,0.2,0.4,0.1,1,0,1,1,49,7,3,0
0,24683.0,1,0,98,8,4,10,6,7,6,0,5,0,0,0,0,0,0,0,2014,113,4168,41,8,0.25,0.5,0.25,1,2,1,1,35,7,0,0
2,85620.0,0,0,68,416,46,925,60,107,46,6,1,0,0,0,0,0,0,1,2014,173,4228,1600,14,0.21428571428571427,0.2857142857142857,0.07142857142857142,0,0,0,0,61,4,1,0
2,47850.0,1,0,72,42,7,43,20,12,10,0,6,0,0,0,0,0,0,0,2013,208,4263,134,8,0.375,0.5,0.125,1,0,1,1,45,9,0,0
2,19514.0,1,1,47,14,3,21,2,1,28,1,8,1,0,0,0,0,0,1,2014,154,4209,69,10,0.3,0.2,0.4,1,0,2,1,57,11,0,1
3,27159.0,1,1,33,17,0,3,0,0,1,0,6,0,0,0,0,0,0,0,2014,92,4147,21,6,0.16666666666666666,0.5,0.3333333333333333,1,1,2,1,52,7,0,0
0,39548.0,1,1,87,15,4,10,3,4,18,1,3,0,0,0,0,0,0,0,2014,90,4145,54,7,0.14285714285714285,0.42857142857142855,0.2857142857142857,0,2,2,1,62,4,0,0
2,21474.0,1,0,0,6,16,24,11,0,34,1,7,1,0,0,0,0,0,1,2014,82,4137,91,8,0.375,0.25,0.25,0,0,1,1,36,10,0,1
4,60504.0,0,1,73,458,0,24,6,4,34,2,6,0,0,0,0,0,0,0,2014,142,4197,526,18,0.3333333333333333,0.4444444444444444,0.1111111111111111,0,1,1,1,54,12,0,0
2,22419.0,0,0,74,30,3,47,19,21,42,2,8,0,0,0,0,0,0,0,2013,437,4492,162,8,0.375,0.25,0.125,1,0,0,0,62,11,2,0
3,81698.0,0,0,4,179,28,520,111,123,47,8,1,0,0,0,0,0,0,1,2013,235,4290,1008,25,0.12,0.52,0.04,1,1,0,0,76,4,1,0
2,43462.0,1,1,50,90,17,97,15,6,15,1,8,0,0,0,0,0,0,0,2012,655,4710,240,16,0.25,0.3125,0.375,1,0,2,1,73,12,2,0
4,54880.0,1,0,57,308,85,137,102,45,118,2,5,0,0,0,0,0,0,0,2013,485,4540,795,21,0.2857142857142857,0.5238095238095238,0.09523809523809523,0,1,1,1,47,11,3,0
2,79908.0,0,0,30,557,129,761,29,185,111,6,2,0,0,1,0,0,0,0,2013,450,4505,1772,19,0.2631578947368421,0.3684210526315789,0.05263157894736842,1,0,0,0,43,7,1,1
0,15315.0,0,0,27,7,4,13,15,8,17,0,5,0,0,0,0,0,0,0,2013,330,4385,64,8,0.25,0.5,0.25,1,2,0,0,55,7,2,0
2,87771.0,0,1,61,1492,38,287,50,57,33,10,6,0,1,1,1,1,0,1,2013,403,4458,1957,20,0.25,0.2,0.05,1,0,1,1,66,11,3,4
2,33039.0,1,0,4,30,8,12,8,8,12,0,5,0,0,0,0,0,0,0,2013,293,4348,78,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,1,0,1,1,47,7,0,0
2,81741.0,0,0,75,249,153,940,58,134,38,6,2,0,0,0,0,0,0,0,2013,378,4433,1572,19,0.3157894736842105,0.3684210526315789,0.0,0,0,0,0,45,8,1,0
3,71499.0,0,1,12,465,25,132,136,0,37,3,4,0,0,0,0,0,0,0,2013,369,4424,795,26,0.3076923076923077,0.5,0.07692307692307693,1,1,1,1,54,12,3,0
0,62466.0,0,1,13,129,129,259,168,121,83,3,4,0,0,0,0,0,0,0,2014,165,4220,889,26,0.23076923076923078,0.46153846153846156,0.19230769230769232,1,2,1,1,55,10,1,0
